,ID,Tên quán,Đánh giá,Sáng/Trưa/Tối,Giờ mở cửa,Giá tiền,Địa chỉ,Media,Lat,Lon,TestLat,TestLon
,E134,Bếp Khói - Sườn Cay Khổng Lồ Đà Lạt,4.7,Trưa/Tối,10:30 - 14:00 và 16:30 - 22:00,100.000 - 200.000,"42 Phan Chu Trinh, Phường 9, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@du_lich_dalat/video/7509778387729157383?q=s%C6%B0%E1%BB%9Dn%20cay%20kh%E1%BB%95ng%20l%E1%BB%93%20%C4%91%C3%A0%20l%E1%BA%A1t%202025&t=1761489366027,"11,9511302","108,4653664","11,9511302","108,4653664"
,E135,Mì Cay SEOUL Đà Lạt CN2,3.6,Sáng/Trưa/Tối,9:00 - 22:00,100.000,"26 Đ. Nguyễn Đình Chiểu, Phường 9, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@diu_cute03/video/7538660986773851400?q=m%C3%AC%20cay%20seoul%20%C4%91%C3%A0%20l%E1%BA%A1t%20cn2&t=1761489432780,"11,9507568","108,4614517","11,9507568","108,4614517"
,E136,Quán Lệ Dung,5.0,Sáng/Trưa/Tối,9:00 - 20:00,100.000 - 200.000,"5 Hồ Xuân Hương, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam","https://www.google.com/maps/place/Le+Dung+Restaurant/@11.9541426,108.4680197,1103m/data=!3m1!1e3!4m8!3m7!1s0x317112f96ba16421:0xafc253ca24441412!8m2!3d11.9541374!4d108.4705946!9m1!1b1!16s%2Fg%2F1hc0z__ld?entry=ttu&g_ep=EgoyMDI1MTAyMi4wIKXMDSoASAFQAw%3D%3D","11,9542767","108,4706617","11,9542767","108,4706617"
,E137,Cơm tấm thiện nhân,4.5,Sáng/Trưa,6:30 - 15:30,100.000,"43 Đ. Hùng Vương, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam","https://www.google.com/maps/place/C%C6%A1m+t%E1%BA%A5m+thi%E1%BB%87n+nh%C3%A2n/@11.9475265,108.4629844,1103m/data=!3m1!1e3!4m8!3m7!1s0x317112fd7d0c9b33:0xd405f03da5c536a6!8m2!3d11.9475213!4d108.4655593!9m1!1b1!16s%2Fg%2F11gdq14wp9?entry=ttu&g_ep=EgoyMDI1MTAyMi4wIKXMDSoASAFQAw%3D%3D","11,9477404","108,4655885","11,9477404","108,4655885"
Phường 10,E138,Quán cơm Linh Đà Lạt,4.7,Trưa/Tối,10:30 - 15:30 và 17:00 - 19:30,200.000,"11 Lê Văn Tám, Phường 10, Đà Lạt, Lâm Đồng 66100, Việt Nam",https://www.tiktok.com/@quancomlinhdalat/video/7486800242541645074?q=Qu%C3%A1n%20c%C6%A1m%20Linh%20%C4%90%C3%A0%20L%E1%BA%A1t&t=1761489606083,"11,9381854","108,4556365","11,9381854","108,4556365"
,E139,Tiệm ăn Bếp Đà Lạt,5.0,Sáng/Trưa,6:00-14:00,50.000,"89 Hoàng Hoa Thám, Phường 10, TP. Đà Lạt",https://www.tiktok.com/@ngocduy_diachianuong/video/7304961587364777224?q=Ti%E1%BB%87m%20%C4%82n%20B%E1%BA%BFp%20%C4%90%C3%A0%20L%E1%BA%A1t&t=1761489656187,"11,9336841","108,4648486","11,9336841","108,4648486"
,E140,Mì quảng Hội An,4.2,Sáng/Trưa/Tối,6:30-12:00 và 15:30-20:00,100.000,"14 Yersin, Phường 10, Đà Lạt, Lâm Đồng",https://www.tiktok.com/@hatpunn/video/7342889684097305864?q=m%C3%AC%20qu%E1%BA%A3ng%20h%E1%BB%99i%20an%2014%20yersin&t=1761489752133,"11,9400682","108,4493418","11,9400682","108,4493418"
,E141,Bánh căn Lệ,4.3,Sáng/Trưa,6:30-15:30,100.000,"27/44 Yersin, Phường 10, Đà Lạt",https://www.tiktok.com/@hatrangnee/video/7400022301862923538?q=B%C3%A1nh%20c%C4%83n%20l%E1%BB%87%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761489813380,"11,9422806","108,4505862","11,9422806","108,4505862"
,E142,Nhà Hàng Cá Tầm Khe Sanh,4.5,Trưa/Tối,11:00-21:00,200.000," 7 Khe Sanh, Phường 10, TP. Đà Lạt",https://www.tiktok.com/@sarahnguyen_95/video/7551083146905783572?q=c%C3%A1%20t%E1%BA%A7m%20khe%20sanh%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761489926802,"11,9379081","108,4591867","11,9379081","108,4591867"
,E143,Lẩu Dê Phúc Nguyên Đà Lạt,4.1,Trưa/Tối,10:00-21:30,200.000,"Số 32 đường Trần Hưng Đạo, Phường 10, Thành phố Đà Lạt",https://www.tiktok.com/@ancungsuuu/video/7519012536532995346?q=L%E1%BA%A9u%20D%C3%AA%20Ph%C3%BAc%20Nguy%C3%AAn%20%C4%90%C3%A0%20L%E1%BA%A1t&t=1761489980350,"11,9398582","108,4578932","11,9398582","108,4578932"
,E144,Bánh căn cô Lãnh,4.6,Sáng,6:00-10:00,100.000,"69 Hoàng Hoa Thám, Phường 10, Thành phố Đà Lạt",https://www.tiktok.com/@hatrangnee/video/7330598880188353799?q=b%C3%A1nh%20c%C4%83n%20c%C3%B4%20l%C3%A3nh%20%C4%91%C3%A0%20l%E1%BA%A1t&t=1761490022997,"11,9354936","108,4645233","11,9354936","108,4645233"
,E145,Lẩu bò Balu Đà Lạt,4.8,Trưa/Tối,11:00-22:00,100.000 - 200.000,"104 Đ.Hoàng Hoa Thám, Phường 10, Đà Lạt","https://www.google.com/maps/place/L%E1%BA%A8U+B%C3%92+%C4%90%C3%80+L%E1%BA%A0T+BALU/@11.9316827,108.4620591,1103m/data=!3m1!1e3!4m8!3m7!1s0x317113c80d9640d9:0xcad370d0e1aa2f3d!8m2!3d11.9316775!4d108.464634!9m1!1b1!16s%2Fg%2F11tk6m6p9v?entry=ttu&g_ep=EgoyMDI1MTAyMi4wIKXMDSoASAFQAw%3D%3D","11,9317685","108,4642595","11,9317685","108,4642595"
,E146,Tiệm cơm Hồi Nớ,4.5,Sáng/Trưa,9:00-16:00,100.000,"4 Trần Hưng Đạo, Phường 10, Thành phố Đà Lạt.",https://www.tiktok.com/@huan_doan/video/7496543131639270663?q=Ti%E1%BB%87m%20C%C6%A1m%20H%E1%BB%93i%20N%E1%BB%9B%20%C4%90%C3%A0%20L%E1%BA%A1t&t=1761490103081,"11,9380966","108,4522423","11,9380966","108,4522423"
Phường 11,E147,TIỆM LẨU NHỚ,4.7,Trưa/Tối,11:00 - 22:00,200.000,"678 Đ. Hùng Vương, Phường 11, Đà Lạt, Lâm Đồng 670000, Việt Nam",https://www.tiktok.com/@manh.tdd/video/7468196116396346632?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9448216","108,4880805","11,9448216","108,4880805"
,E148,Tiệm nướng Campi,4.9,Tối,16:00 - 22:00,250.000,"31 Sào Nam, Phường 11, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@campihelo/video/7552147212210326804?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9434662","108,4850796","11,9434662","108,4850796"
,E149,Tiệm Nướng Ông Thương,4.8,Trưa/Tối,11:00 - 21:30,300.000,"74 Sào Nam, Phường 11, Đà Lạt, Lâm Đồng 671000, Việt Nam",https://www.tiktok.com/@lananhne95/video/7222864455967739162?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,946016","108,4879841","1,1946016","108,4879841"
,E150,Bún Cá Cay,4.8,Sáng/Trưa/Tối,6:30 - 21:30,100.000,"35 Đường Bùi Thị Xuân, Phường Xuân Hương, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@thdoan2203/video/7362193923197963527?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9446883","108,4394571","11,9446883","108,4394571"
,E151,Quán Cao Nguyên,4.1,Sáng/Trưa/Tối,09:00–22:30,150.000,"166 Đ. Hùng Vương, Phường 11, Đà Lạt, Lâm Đồng, Việt Nam",,"11,9399631","108,48367","11,9399631","1,0848367"
,E152,Lẩu Bò Nhà Gỗ - Đồi Dã Chiến,4.7,Trưa/Tối,10.00 - 20.00,150.000,"Đ. Hùng Vương, Phường 11, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@laubonhago07/video/7566138271202348306?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9439041","108,4764606","11,9439041","108,4764606"
,E153,Bánh căn Dung,4.9,Sáng/Trưa,6:30 - 15:30,100.000,"160 Tự Phước, Phường 11, Đà Lạt, Lâm Đồng, Việt Nam",https://www.tiktok.com/@annathinan/video/7515236326908693778?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9459877","108,4999051","11,9459877","108,4999051"
,E154,Tiệm Nướng Đồi Nhà Đèn,4.7,Trưa/Tối,15:00 - 23:00,150.000,"49B Tổ, Sào Nam/Cuối Đ. Hùng Vương, Gần Làng, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@doinhadendalat/video/7566416472768105746?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9466352","108,4882118","11,9466352","108,4882118"
,E155,Nhà hàng Túi Mơ To Garden Restaurant,4.7,Trưa/Tối,10:30 - 22:00,300.000,"Hẻm 31 Sào Nam, Phường 11, Đà Lạt, Lâm Đồng 66100, Việt Nam",https://www.tiktok.com/@ngocduy_diachianuong/video/7560293719254043912?is_from_webapp=1&sender_device=pc&web_id=7566456434167318034,"11,9434662","108,4850796","11,9434662","108,4850796"
,E156,Cơm Niêu Lộc Ký Đà Lạt,4.3,Sáng/Trưa/Tối,7:30 - 22:00,100.000,"109 Đ. Hùng Vương, Phường 11, Thành phố Đà Lạt, Lâm Đồng 700000, Đà Lạt, Lâm Đồng 66000, Việt Nam",,"11,9467019","108,4751945","11,9467019","108,4751945"
,E157,"Bánh Canh Cá Lóc, Miến Lươn Huế - Ngô Gia",4.6,Sáng/Trưa/Tối,5:00 - 21:30,100.000,"QL20/33 Tự Phước, Phường 11, Đà Lạt, Lâm Đồng 670000, Việt Nam",,"11,9462257","108,4921046","11,9462257","108,4921046"
Phường 12,E158,Bò Tơ Nhà Lồng,4.4,Trưa/Tối,9:00 - 22:00,200.000,"Số 2 Đồi Dã Chiến, Phường 12, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://www.tiktok.com/@dalatreviewtattantat/video/7303837750917123329,"11,9384939","108,4828039","11,9384939","108,4828039"
,E159,Bánh bèo Thái Phiên,5.0,Sáng/Trưa/Tối,6:00-18:00,20.000,"27 Ngô Gia Tự, Phường 12, Đà Lạt, Lâm Đồng",https://www.google.com/search?sca_esv=c93c0cfcce8e189b&sxsrf=AE3TifNeo_TsZVNc10AW5vRKfHr2HLuOSg:1761449923691&si=AMgyJEtREmoPL4P1I5IDCfuA8gybfVI2d5Uj7QMwYCZHKDZ-E3a2s_htMvHLsAFQ9nhdT7OmFxiWjPo1HwuSfCmaXg-gMxq4Wb0lDiNf13-svnu8hQBsI-o-ZSpobW4ZzKSLguSv_84tAjbZKWt725fYPRAbMl_RBtXxA_iUoVJLCYpmX-Gu_KI%3D&q=B%C3%A1nh+B%C3%A8o+Th%C3%A1i+Phi%C3%AAn+B%C3%A0i+%C4%91%C3%A1nh+gi%C3%A1&sa=X&ved=2ahUKEwiC6Pan-MCQAxXyrlYBHY-kNR0Q0bkNegQILBAD&biw=1707&bih=791&dpr=1.5,"11,9686083","108,4752849","11,9686083","108,4752849"
,E160,Gà rán Mr.Xanu,5.0,Trưa/Tối,10:00 - 22:00,50.000,"38 Đường Thái Phiên, Phường 12, Đà Lạt, Lâm Đồng 66000",,"11,9688216","108,4778591","11,9688216","108,4778591"
,E161,Dê tươi Thái Phiên,5.0,Sáng/Trưa/Tối,Cả ngày,200.000,"11 Ngô Gia Tự, Phường 12, Đà Lạt, Lâm Đồng",https://www.google.com/search?sca_esv=8a90240044becb20&sxsrf=AE3TifN72GiSpt986691R3EZH_WQvTAxLg:1761481719204&si=AMgyJEtREmoPL4P1I5IDCfuA8gybfVI2d5Uj7QMwYCZHKDZ-E6SfIrEHy_eZ9qXqcwvdvW8KBcDYGOK5aXVcaxGF0XeWAXdtDyAtIF8I5bHAj31Pb51VuBZrdgEZDPPFpGFrJmQp1lVbU-_-_vtJKFZyeSZ4BVSTt2E_9hRk1nRpfcPNY8f5O9c%3D&q=D%C3%AA+t%C6%B0%C6%A1i+Th%C3%A1i+Phi%C3%AAn+B%C3%A0i+%C4%91%C3%A1nh+gi%C3%A1&sa=X&ved=2ahUKEwi18Zrh7sGQAxUThlYBHfNGNYAQ0bkNegQIKxAD&biw=1707&bih=791&dpr=1.5,"11,9697343","108,4754671","11,9697343","108,4754671"
,E162,Tiềm Phú 2,4.5,Sáng/Trưa/Tối,9:00 - 19:00,40.000,"39 Ngô Gia Tự, Phường 12, Đà Lạt, Lâm Đồng, Việt Nam",https://www.google.com/search?sca_esv=c93c0cfcce8e189b&sxsrf=AE3TifNa-GPr20WcYTXfPVASrhuesYXGQg:1761449828031&si=AMgyJEtREmoPL4P1I5IDCfuA8gybfVI2d5Uj7QMwYCZHKDZ-E9nIA-wwVozqf22DnyldLis5dxRT5ohgDHp-n9CKB9QFeB-rdAzqcI1CAlifngxD9e8I-Ytq7JbK4lJ9NHaZ8mL4gJ2zg5-JBqQmFd1mOcfN9RqywA%3D%3D&q=Ti%E1%BB%81m+Ph%C3%BA+2+B%C3%A0i+%C4%91%C3%A1nh+gi%C3%A1&sa=X&ved=2ahUKEwjnjaj698CQAxWt2TQHHaHeDi8Q0bkNegQIKRAD&biw=1707&bih=791&dpr=1.5,"11,9702158","108,4748578","11,9702158","108,4748578"
,E163,Bánh canh 59,5.0,Sáng/Trưa,6:00-17:00,35.000,"59 Đường Nguyễn Thái Bình, Phường 12, Đà Lạt, Lâm Đồng",,"11,9695492","108,4772524","11,9695492","108,4772524"
